Reviews,Rates
Arkadasima hediye olarak aldim gayet kullanisli ve sorunsuz  kargoda zamaninda geldi,1
Telefon elime cok hizli ulasti  Paketleme guzel Tavsiye ederim,1
Sorunsuz teslimat orjinal urun uygun fiyat  Tesekkurler Hepsiburada,1
Urun gayet iyi piyasadan en az 500 ucuz aldim fazladan para vermeye gerek yok garanti sorgulama yaptim bir sorun yok,1
Telefon cok hizli geldi Kutusu gayet iyiydi Sevdigim bir telefon uzun zamandir arastiriyordum Herkese tavsiye ederim,1
Urun guzel  aksesuarsiZ aldim sarj aleti olarak 18w Apple type  C alin Pisman olmazsiniz,1
Urun cok iyi gunluk teslimat istedim belirtikleri saatte geldi tesekkurler,1
Tavsiye ederim memnun kaldim,1
Esime hediye aldimhavalara uctu,1
Telefon cok iyi cok memmun kaldim ama telefonumu kaybettim ve bulamiyorum,1
URUN KAPALI KUTU GELDI  ANCAK ICERISINDEN CIKAN KABLO ARIZALI CIKTI  BENIM YORUMLARIMA KULAK VERMENIZI ISTERIM SIZLERDE SORUN YASAYABILIRSINIZ…,0
Istanbul’dan uzakta yasamama ragmen urun oldukca hizli bir sekilde elime ulasti Urun apple Turkiye garantili Kutudan type-c hizli sarj kablosu cikiyor Sadece hizli sarj adaptoru almaniz gerekiyor,1
Anlatmaya  gerek  yok  kalite  belli,1
Telefon hakkinda yorum yapmaya gerek yok ama Hepsiburada hizi cidden inanilmaz Urunu 1000 km'yi askin bir yere sadece 36 saatte ulastirdilar Tesekkurler,1
Jet kargo farkiyla ertesi gun teslim edildi lakin ben gorunumunu pek sevmedim6S den gecis yaptim bu biraz daha kaba duruyor Ekran farki icin 5 bin TL vermeye deger mi orasina siz karar verin,1
Hizli kargo Apple Turkiye garantili cihaz tesekkurler,1
Hatasiz sekilde geldi teskkurler,1
5te ayni 11’de iphone iste,1
Isini iyi yapiyo bu firma,1
Kalite baska birsey demiyorum,1
On numara 5 yildiz,1
basarili,1
Guzel firma fatura sorunumu duzeltti sorunsuz siparis,1
Hepsi burada en iyisi,1
Hepsiburadaya tesekkur ederim…,1
Siparis etmemdeki onceligim satici HEPSIBURADA olmasiydiCihaz guvenli paketlenmis ve 1 gun icerisinde elime ulastiUrunu anlatmaya gerek yok zaten,1
Beklentilerimin hepsini karsiladi Kampanya ile aldim gayet uyguna denk geldi,1
Iphone kullanicisi olarak modeli yukselttim Herhangi bir sorun yasamadim Hizli teslimat secenegi ile ayni gun elime ulasti Tesekkur ederim,1
Huawei kullaniyordum kamera faktorunden dolayi alayim dedim ama net soyluyorum hayal kirikligi Sarj konusunda kesinlikle bu telefonlar berbat 3 gunumde satip HuaweiOppo yada Xiaomi almaya karar verdim Bu paralar ismine odeniyor bunlari bilin Nedense Huawei ile cekim gucu ful olan yer bu telefonda 1 dise dustu Bana tepki gosterenler olacak eger cok  kararsiz kaliyorsaniz kesinlikle almayin,0
Kargo sehir disinda olmama ragmen 2 gunde cok hizli geldi Guzel paketlenmisti Telefondan bahsetmeye gerek zaten,1
Urun orijinal ve sikintisiz piyasaya gore uygun tavsiye ederim,1
Fiyat performans :),1
Gercekten fiyatina gore gayet sik ve kullanisli bir Apple urunu Eski telefonumu nakit olarak takas icin gonderdim Biraz fiyat kirdilar ama cok da hakkaniyetsiz bir fiyat oldugunu soyleyemem Bu sekilde degerlendirerek alabilirsiniz,1
Telefonu hepsiburadadan aldim gercekten cok hizli bir sekilde hepsijet ile gonderim yapildi paketleme biraz daha ozenli olabilirdi ama herhangi bir zararda yoktu telefona gelincede apple kalitesi yani pekte anlatmaya gerek yok,1
Ayni gun kargo ile siparis verdim Sabah siparis verdim aksam elimdeydi Netteki en uygun fiyatti guzel paketlenmis eski telefonumda iPhone oldugu icin Bildigim bekledigim iPhone kalitesi telefon,1
Urun gayret basarili anlamaya gerek yok Turkiye sartlarinda biraz pahali ama alinca uzun yillar arkana bakmayacagim bir cihaz kargo cok hizli geldi,1
1 gunde geldi telefon zaten gecen senenin dunyadaki en iyi telefonu yoruma gerek yok tek sikintisi ekrani amolede gore cok kotu o yuzden daha alisamadim ekranina,1
Original urun  hizli teslimat uygun fiyat tesekkurler Hepsiburada ,1
Ben sahsen cok arastirdim Telefonlar arasinda paran varsa iphone baskasina hic bakma Turkiyeye gelen en iyi telefon!  Not: pisman olmucan bir cihaz Sakin karistirmayin diyer andoroid telefonlarla Ornek: 11 iphone ram 4 gb  Samsung not 10 plus ram 12 gb Bu ozelligi baktiginiz zaman 12 insanin dikkatini cekiyor bilmeyen kisiler icin ama onemli olan o deyil Isletim sistemi ve islemcisi,1
Cuma oglen siparis verdim Cumartesi oglen Ankara’ya teslim edildi Cok guzel telefon Bundan once de Iphone6s kullaniyordum Fakat cok pahalilar Insallah Turkiye’de telefonlarin ucuzladigi zamanlari da goruruz,1
Urunun ozelliklerinden bahsetmeye gerek yok premium hissiyati cok guzel hala bu fiyata bu zamanda alinir ve gonul rahatligi ile kullanilir Hepsijet hizli teslim etti tesekkurler memnunum,1
Berbat Urunu select firmasindan aldim Jelatini cikartip acmaya calistim acilmadi Select firmasi iade kabul etmedi Boyle sacma sapan bi firma gormedim Bu firmadan sakin ama sakin almayin,0
7 plustan gectim urun cok guzel 7 plus ile ozellik olarak  baya baya fark var ozellikle ses ekran kalitesi Urun 2 gunde eline ulasti Planan tarihten 3 gun once tesekkur ederim,1
Gayet guzel yeterli p/f cihazi,1
Internetten telefon alma konusunda tereddut yasayanlar gonul rahatligi ile alisveris yapabilirsiniz Hepsiburada dan 3 tane telefon aldim ucunde de gunde teslimat yapildi ve urune zarar vermeyecek sekilde paketlenmisti  Urunu puanlamaya gerek yok ama hepsiburada 10 puani hakediyor,1
Iphone 6S' den gecis yaptim Yani Bankacilik whatsapp instagram vb kisa zamanli kullandigim app' lar icin pek de degistirmeye gerek yokmus onu anladim Fakat yeni teknoloji olmasi buyuk avantaj tabi Boyut olarak bir sure sonra alisiyorsunuz Siparis efsane hizli geldi Aksam siparis verdim ertesi gun oglen ulasti,1
HAKKINI VERIYOR,1
Bu hayatta aldigim en dogru kararlardan biriydi Apple kullanmak ilk telefonum 4s idi hic vazgecmedim,1
Iphone kalitesi ve farki,1
Kargo her zaman ki gibi gec gelse de(Amazon disinda hepsi ayni) guzel paketlenmis ve sorunsuz geldi Guvenerek alabilirsiniz,1
Hepsiburada saticisindan aldim gercekten her yonuyle dort dortluktu Tesekkurler ,1
2018 yilinda vazgecmistim ama bu yil yine donus yaptim bosa gecirmis 3 yil oldu benim icin harika,1
Hepsiburada farki ile aynigun aksam elimde tesekkurler Turkiye nin en guvenilir e ticaret sitesi ,1
Hizli ve sorunsuz gonderim Satici Hepsiburada ise sifir problem Tsk,1
apple nin en kaliteli telefonu gerisi size kalmis cok guzel tavsiye ederim,1
Paketleme ve teslimat hizi gayet iyiydi Iphone kalitesini yorumlamaya bile gerek yok zaten Ozetle cok memnun kaldim,1
Harika Takip edip en uygun fiyata aldik Cok memnunuz Mutluluz,1
Telefonlarimi hep Hepsiburada’dan guvenle alirim hic bir sikinti yasamadim Uygun fiyat ve guvenilir firma tesekkurler!,1
Iphone kalitesi kardesime aldim ucuz fiyat hizli kargo tesekkurler,1
Bu fiyata bu urun harika tesekkurler Hepsiburada ve satici firma ilk firsatta gene alicam,1
Fiyata gore iyi,1
hepsiburada hizi muthis apple diyecek laf yok tavsiye ediyorum,1
Parasinin ederi bir iphone11 Uzun yillar beklentileri karsilar Gece modu ile harika fotograflar icin ayrica Tesekkurler…,1
iPhone 7 cihazimdan gectim Ekrani kirikti eskiyi getir yeniyi goturden yararlandim ve 1450 TL hediye ceki ile bu telefonu aldim Inanilmaz akici ve inanilmaz kameraya sahip Oyle ki kamerayi habire acip duruyorum Fiyat yuksek ama performansa vurdugunuzda rakiplerinden cok ote bir cihaz Tavsiye ederim,1
Telefon super bir problemi yok ancak Eskiyi getir kampanyasina guvenerek almayin sakin Formu doldururken teklif edilen tutar ile alakasiz teklif yapiyorlar,1
Telefonun donanimsal ozelliklerine hic bir lafim yok O kisimlari on numara Ama arkadas yazilimi ve ara yuzu berbat Bir bucuk aydir kullanmaya calisiyorum Hala alisamadim Samsung Note 8'den gectim IOS olmasina ragmen cok bilindik uygulamalar bile hala bazi bug'lara sahip Ozellik bakimindan cok kisir Arkadasiniza bir sey gondermek cok zor Cok mesakkatli Maskeniz yuzunden telefona rahat giris yapamiyorsunuz NFC odeme yok Dosya aktarmak bas belasi Macbook'a bagliyorum o bile gormuyor Illa airdrop istiyor Arama yapmak arayani engellemek mesaj gondermek vs icin bi suru menu arasinda gezmek zorundasiniz Note 8'de 2 el hareketiyle yaptigim seyleri burada 7-8 harekette ancak yapabiliyorum Ozellestirme yok Ses tusu oyle bir komunda ki sesi kismak istedigimde illa guc dugmesine de basip ekran goruntusu aliyor Bu telefonu ancak ve ancak tuslu bir telefon kullanan birisi alsin Yemin ediyorum artik elime bile almak istemiyorum Telefondan sogudum resmen Aksesuar bakiyorum Illa apple aksesuarlarina mecbursunuz Diger markalarin urunlerinde hep kisitlamalar var Bircok ozelliklerini ios ile kullanamiyorsunuz Valla akli olan uzak dursun Macbook alan arkadasim da cihazindan memnun degil Youtube'da ki incelemelere kanmayin Onlar boyuna video hazirladigi icin cok iyi cihazlar vs diyor Ben muhendisim Video ve foto ceken birisiyseniz iphone olur Onun disinda uzak durun,0
Sorunsuz problemsiz ve hizli,1
Urun siparis verildikten 48 saat sonra sikintisiz bir  sekilde elime gecti Tesekkurler,1
Tesekkurler HP,1
Hizli teslimat icin tesekkur ederim 24 saat olmadan sorunsuz sekilde elime ulasti en onemlisi arayinca muhattabimizin olmasi guzeldi,1
8 plustan gectim ve aradaki fark bariz belli Boyut olarak cok rahatlatti beni ustelik daha buyuk ekrani var Apple kalitesi zaten bilenler bilir,1
Saticisi hepsiburadadan iciniz rahat alabilirsiniz guvenilir hizli ve guvenli kargo gayet memnunum tesekkurler hepsiburada,1
Urun zamaninda ve saglam geldi Apple'in yeni cevre kampanyasi sebebiyle icinde sarj adaptoru ve de kulaklik olmasigini hayirlatmak isterim,1
Sorun yasamamak icin hepsiburada saticisindan aldik Renk degistirmek istedik kutuyu hic acmadik musteri temsilcisi memnuniyetle yapabiliriz dedi Cihazi gonderdik 2 ay geri gelmedi Surekli oyaladilar ve fiyat farki istediler Ben sorun yasamamak icin hepsiburada saticisindan aldim onlar ise bize surekli kostek oldular yardimci olmadilar,0
Surekli fiyati cikti ve dustu Arada cok yuksek farklar olustugu icin iade ettim,1
Oncelikle piyasaya gore 500 lira daha ucuza satttiginiz icin tesekkur ederimCuma gecesi siparis verdimPazar gunu aldim kargo hizi superUrun elime saglam ulasti fakat telefon kargo kutusunun icinde hareket ediyorduOzensin paketlenmistiSizin gibi kurumsal bir firmaya yakistiramadim,1
Iphone 6s den gecis yaptim Almadan cok baktim 12 mi 11 mi diye aradaki tek fark 12nin 5 e benzetilmis olmasi disinda bir sey goremedim Tum yorumlarda o yondeydi 2 aydir kullaniyorum her seyiyle gayet memnunum sadece aksesuar artik gelmedigi icin yani icinde kablo var ama adaptor yok Hizli sarj olmasi icin alinmasi gerekenlerden sanirim evde Ipad adaptoru oldugu icin ben almaya gerek duymadim o sekilde yine hizli doluyor ama eski adaptorlerle dusuk watt olanla sarj olmasi uzun suruyor,1
Yaklasik 3 aydir kullaniyorum gayet memnunum Sadece bu telefonu almadan once calistigim sirket de ayni telefonu vermisti kutuyu actigimda telefonun onunde ve arkasinda jelatin vardi Hepsiburadadan aldigim telefonda jelatin yoktu ama sonradan aklima geldi Imei numarasini uretim tarihini vs kontrol ettim sikinti yoktu o yuzden geri gondermedim ama neden jelatinsiz geldigini de anlayamadim acikcasi (Satici: hepsiburada) Kargo cok hizli geldi fiyati da diger saticilara gore uygun iPhone 11 alacaklara tavsiye ederim,1
Arkadaslar bu telefona Samsung S9 Plus tan gectim Samsung un ekrani 4K idi ve cok tereddut ettim gecerken ekran tarafindan gol yemekten 1 haftadir kullaniyorum ip 11 i ve ekrani 1k olan telefonun ekrani nasil oluyorda Samsung un 4K ekranindan daha guzel gorunuyor hala anlamadim Kamera konusunda da cok basarili Alacak arkadaslara simdiden hayirli olsun Kargo konusunda hepsijet ile ayni gun teslim aldim Herhangi bir sikinti yasamadim,1
Telefonum dahaca bes bucuk aylikken denize vs suya sokmadigim halde sadece 1 kez fotograf cekmek icin kamerasini bir akarsuya sokmustum toplam max 30 sn felan telefonumun ekraninda dikey cizgiler cikti ekran hata verdi 2 metre 30 dakikaya kadar dayanikli dedikleri telefon 30 saniye telefonun sadece kamera kismi icerde olacak sekilde suya dayanikli olmadigini gosterdi telefonumsu gecirdi Servis ekran piksel hatasi dedi ilk basta daha sonra telefonunuz cihaziniz sivi hasarlidir 5250 tl karsiliginda telefonunuzu yaptirabilirsiniz dedi Telefonu zaten 7000 TL’ye almistim 5250 verdikten sonra telefonun bu haline 3000 veren var dort daha verir yenisini alirimTelefondan cok memnunum telefonu kesinlikle tavsiye ediyorum ama telefonunuzu suya sokmayin oyle 2 metre 30 dakika felan hikaye onlar su gecirdigi zaman hicbir hak iddia edemiyorsunuz,0
Eskiyi Getir Yeniyi Gotur kampanyasi ile bu urunu aldim Bataryasi disinda sifir ayarinda tertemiz kullanilmis 6s'e 810 TL teklif verdiler Bataryasi yenilenmis olanlarin 1500'lere varan digerlerinin 1000 TL civarinda fiyatlari oldugunu biliyordum Ancak 2el satisla ugrasmamak icin bu kampanyayi kullanmak istedim Telefonu gonderdikten sonra inceleyip teklifi 644 TL'ye dusurduler Sebebi batarya sismis ve ekranda golge var Ekranda kesinlikle hicbir sorun yoktu Fiziksel olarak hicbir sikinti yoktu(sisme vs) batarya artik tum gun gitmiyordu ancak 5 yildir kullanilan telefonun bataryasindan tam performans almayi beklediklerini teklif verirken belirtebilirlerdi Guvenemedigim icin satisi iptal de edemedim Ancak buradan bu kampanyadan faydalanmak isteyenlere kesinlikle onermedigimi belirteyim Herhangi bir durumda buradan alacaginiz teklifi odeyeceklerini hic zannetmiyorum Zaten dusuk teklif veriyor inceledikten sonra daha da dusuruyorlar,0
Urun zaten Apple Urunu anlatmaya gerek yok Hepsiburada saticisindan da dusunmeden alabilirsiniz muthis bir paketleme yapiyorlar AppleStore’dan nasil daha ucuza satiyorlar onu bilmiyorum ama alabilirsiniz,1
Paketlemede kutuda hasar vardi maalesef Kendi tercihim olarak iade etmedim ve kasa kenarinda hafif bir renk farki vardi cizilmis olabilicegini dusundum iade etmeye gerek duymadim Thx hepsiburada,1
Eskiyi getir yeniyi gotur kampanyasi ile almayin sakina,0
Telefon okey bi sorun yok bildigimiz iphone  Ama paketleme rezalet,1
Performans 10 uzerinden 9 Tavsiye ederim,1
Urun zaten belli kargo ve paketleme iyi,1
Hepsi buradankalitesi ile hizli bir sekilde geldi kullaniyorum gayet iyi ama biraz agir,1
Klasik iphone kalitesi alternatiflerine gore eksi yonleri de cok ama iyi olan sey tasarim saglamlik ve kalitesihepsi burada ile sorunsuz uygun fiyat ve hizli kargo ile urune sahip olduk mutluyuz,1
2 adet aldim Telefon guzel fakat siyah renginde ses acma tusunun yaninda ekraninda catlak vardi Iade edip yeni urun istedim mecbur Ama beyaz renginde problem yoktu Kullaniyorum,0
Urun ayni gun teslim edildi ve telefon harika,1
Cok hizli teslimat icin tesekkurler,1
Gayet guzel hizli geldi tesekkurler,1
Ne de olsa Iphone tek dezavantaji sarj,1
Mukemmel parasinin hakkini fazlasiyla veriyor,1
Kargo cok hizliydi orjinal urun,1
Telefon orjinal arkadaslar iciniz rahat olsun disarida fazla para vermeye gerek yok guvenebilirsiniz,1
Iphone kullanici olayim dinazorluktan cikayim dedim pisman oldum nerde benim samsungum ah ah verdigim paraya yazik,0
Urun iyi ancak hepsiburada degisim kampanyasina guvenip almayin Eaki telefon ozelliklerini birebir belirtseniz de bildirdikleri fiyata degistirmezler,0
Oncelikle sunu soyliyeyim Inanmayacaksiniz ama urun elime siparis verdikten 40 dakika sonra elime ulasti Abartmadan soyluyorum Telefon Ile ilgili olarak ise Yorumlarda hep bi abartmislar telefon guzel tabi ona bisey demiyorum fakat ben Samsung note 10 plus kullaniyorum ayni zamanda hemen hemen ayni randiman I veriyor Telefon bana biraz kucuk geldi Fakat telefon akiyoryag gibi Takilma donma vs hic yok Facebook time yap gibi akiyor Bazen oradan aciyor diye saniyorum ama oyle degil tabi :) kisacasi Apple farki kendini konusturuyor,0
Kaba goruntusu var Sarj az gidiyor  Kasa metal degil 4 ve 5 gibi  6 7 8 in daha saglamdi kasasi  Bu para etmez ama 2 el de alan meraklilari oldugu icin alip kullaniyorum bu markayi,0
Urun orjinal Apple dan sorguladim yalniz hepsi jet ile yolluyorlar 5 gunde elime gecti adi gibi jet degil alirken ona gore dusunun,0
urunu begenmedim,1
Urun elime cok hizli ulasti Kamera hiz her sey cok guzel ama urunde ses ile ilgili problem yasadim konusurken telefonda cagridayken kesilmeler kapanmalar ve ses gidip gelmeler cok oldu cagrilar dusmedi ve bu durum operator kaynakli degil Sorun devam ederse teknik servise goturmem gerekecek,0
Urun kargosu sadece bir kutuda geldi onun haricinde herhangi bir koruma yoktu ama telefon kutusu zarar gormemis,1
8 plusdan sonra iyi hizli yani bataryasi  her telefon gibi cok kullandigim icin gunluk sarj etmek zorunda kaliyorum,1
Cok guzel bi urun,1
Kalitesini ilk bakista hissettiren Iphone serisinin en basarilisi oldugunu dusundugum gerek tasarim gerek ozellikleriyle cok basarili bir urun,1
Urun guzel alabilecek durumda olanlar hic dusunmeden alsin pisman olmazsiniz,1
Kalite evet gercekten Batarya cok cabuk bitiyor,1
iPhone 11 dururken digerlerine o kadar para vermeye gerek yok bence Gunumuz ihtiyaclarina yeterince karsilik veriyor,1
Cok sade gayet guzel ,1
Urun sifir olmasina ragmen yuz tanima kamerasi arzaliydi fakat Turkiye Apple yeni telefon ile degisim sagladi  su anda herhangi bir problem yok,1
Cihazda hosuma gitmeyen tek durum kamera kullaniminda cikan asiri isinma ve sarj yuzdesinin aniden hizli dusmeye baslamasi oldu Bu durum yazilimsal olarak cozulmesi gereken bir sorun oldugu icin yapilabilecek birkac guncelleme ile sorunun cozulebilecegini dusunuyorum Haricinde kaliteli bir cihaz Tavsiye ederim,1
Anlatildigi gibi orijinal cihaz,1
Ekran gozunuze batmadigi surece islemcisi kamerasi bataryasi gayet guzel tavsiye ederim,1
Batarya iyi degil cabuk bitiyor bide bil sagligi 94 diyor,1
Isinma sorunu var,1
Urun kisa surede elime gecti tesekkurler hepsiburadaMarkaya para vermeyenlerdenimdir fakat telefonda apple baska 4s / 5 / 6s / 11,1
Kargonun gelmesi uzun surdu hepsijet yoruyor gercekten telefon gayet iyi sasirtici sekilde bataryasi cok iyi kamerasina diyecek yok zaten sadece gece cekimleri kotu video kayidi gercekten cok guzel is cikartiyor android den gectim ve aradaki farki cok rahat anlayabiliyorsunuz alacaklara tavsiye ederim,1
Nasil ki 2016 yilinin en mantikli f/p iphone'u 6S idi bu yillarda da en mantiklisi iphone 11 diyebilirim  Urune elestirim yok kargo da cok hizli geldi Sadece yorumlarda 5W sarj adaptoru verildigi yaziyordu bana gelen kutuda sarj adaptoru yok Buyuk bir eksiklik degil zaten normalde boyle satiliyor ama satici 5W sarj aletini ekstradan gondermiyor artik demek ki Kablosu kutuda zaten var Hizli sarj basligi alin kullanin,1
Kargolama haric cok iyi,1
Urunden memnunum ama kutudan keske sarj adaptoru de ciksaydi kulaklik da yok kargo daha ozenli paketlenebilirdi,1
Kargo biraz gec geldi onun haricinde hersey cok guzel,1
Urun ucuncu gun kargolandi dorduncu gun elime ulasti urunun bi sikintisi yok satici:selekt,1
Urun cok iyi zaten ama kargo bekledigimden gec geldi ama urun tamamen saglam,1
Urunda yazilimda sikintilar var geri kalan hersey iyi actigim uygulamalar tek tikla kapanmiyor,1
Daha iyi paketlenebilsr,1
Telefon cok iyi zaten burdaki yorumlari okuyarak aldim Islemci olsun kamera olsun sinifinin ustunde bi telefon Gel gelelim ki Turkiye sartlarinda pahali tabi Hepsijet’le beraber geldi ertesi gun elimde olmasini beklerken 4 gunde ulasti o yuzden 4 puan verdim,1
Merhabalar  Oncelikle zamaninda teslim icin tesekkur ederim internet alisverisinden her zaman cekinen biriyim ama sorun cikmadi tesekkurler  Sadece tek onerim paketlemeye biraz daha ozen gosterim,1
Urun hizli kargo saglam paketleme ama icinden sarj aleti cikmadi evet artik gelmedigini biliyoruz ama kablo usb-c girisli Bir uc lightining diger usbC eski sart aletleri kullanilamiyor buda ayiptir ya,1
Urunu siparis verdim 2 sonra kargoya verildi ertesi gun elime ulasti Urunde herhangi bir sikinti yok gayet temiz bir sekilde geldi ancak paketleme son derece kotuydu sonuc alarak 3-5 tlye alinan bir sey degil daha guvenli bir sekilde paketlenme yapilabilirdi Paketleme harici herhangi bir sorun yok,1
Urun ve paketleme ile ilgili bir sorun yasamadim Yalnizca satici siparis verildikten sonra 2 is gununun sonunda kargoya verebildi Toplamda siparisi verdikten sonraki 3 is gunu urun elime ulasmis oldu Puani yalnizca buradan kirdim,1
Harika bir telefon ya ben memnun kaldim android den gectim ve oh be dedim,1
